パン、米など,肉類,魚介類,果物、野菜類,酒類,たばこ関連,被服、生活必需品,医療、サプリメント関連,PC・通信関連,その他,サブスクA契約有無,サブスクB契約有無,サブスクC契約有無,サブスクD契約有無,サブスクE契約有無,性別,ユーザー年齢,同居人登録有無,子供有無,テレビ有無,冷蔵庫有無,洗濯機有無,エアコン有無,車有無,固定電話有無,携帯電話有無,PC有無
6730,370,450,370,0,1030,1960,1420,3120,14060,1,0,1,1,0,1,76,1,1,1,1,1,1,0,0,1,0
5670,2050,880,1700,4750,4480,3930,1370,7190,5730,1,0,0,0,0,1,34,1,1,1,1,1,0,0,0,1,1
6810,1360,2600,730,0,5840,500,1310,27790,8360,0,0,0,0,0,1,53,1,1,1,1,0,0,0,0,1,0
2800,280,760,4200,560,0,5090,3370,3220,4510,1,0,0,1,0,0,51,1,1,1,1,1,1,0,0,1,0
5940,1340,890,2060,3430,4990,790,2950,3420,14150,0,0,0,1,0,1,50,1,0,1,1,0,0,0,0,1,0
4160,90,110,1420,20,0,1450,290,1260,10930,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0
6060,3800,3630,5810,10,4570,11490,13310,15340,15570,0,1,0,0,0,1,57,1,0,1,1,1,1,0,0,1,1
4990,1260,1270,1230,0,0,11670,13490,31150,19920,0,0,0,0,1,1,63,1,1,1,1,1,1,1,1,1,1
4140,90,900,1020,390,0,520,920,3340,2310,0,0,0,0,0,1,36,1,0,1,1,0,0,0,0,1,0
4200,2640,1990,1140,18000,3870,9010,4000,5660,4400,0,0,0,1,0,1,49,1,1,1,1,1,0,0,0,1,0
4190,880,590,1440,2420,630,6250,2370,11190,6020,0,0,1,0,0,1,26,1,1,1,1,1,0,0,0,1,0
6040,530,2320,1130,0,5170,3470,1380,13160,5870,0,0,0,0,0,1,40,1,0,1,1,0,0,0,0,1,0
2470,1520,760,2650,2890,2490,1800,910,2590,3930,0,0,0,0,0,1,30,1,0,1,1,0,0,1,0,1,1
4790,880,680,1750,11600,1590,3270,430,4060,5610,0,0,0,1,0,1,47,1,1,1,1,0,0,0,0,1,0
4700,730,870,1150,0,480,15660,7390,15630,6690,1,1,1,0,0,0,46,1,0,1,1,1,0,0,0,1,1
3860,510,220,1500,0,0,1180,390,2120,6180,0,0,0,1,0,0,49,0,0,1,0,1,0,0,0,1,0
3840,1930,1150,2120,5180,5540,9700,600,26860,8070,1,0,0,0,0,1,47,1,0,1,1,0,0,0,0,1,0
5060,990,1370,2000,1960,2280,3020,1260,5330,6580,0,1,0,0,0,1,39,1,1,1,1,0,0,0,0,1,0
5620,750,790,4140,0,0,8620,8040,5070,8780,1,0,0,0,0,0,77,1,0,1,1,1,1,0,1,1,1
2810,630,630,2500,10,440,540,1480,3040,3310,1,1,1,1,0,1,27,1,1,1,1,1,0,0,0,1,0
4330,590,800,910,740,2200,1940,2520,2720,9500,0,0,0,0,0,1,60,1,0,1,1,0,1,0,0,0,0
2470,2990,1140,2170,1520,20,7350,7730,45520,7890,0,0,0,0,0,1,55,1,0,1,1,1,0,0,1,1,0
3520,2040,1550,3320,4530,20,8510,3560,2740,7980,0,0,0,0,0,1,59,1,1,1,1,0,0,0,0,1,0
4940,20,410,910,0,0,1060,1530,3180,6460,0,0,0,0,0,0,51,1,1,0,1,0,0,0,0,1,0
6740,380,0,0,5920,4680,0,0,250,5970,0,0,0,0,0,1,47,1,1,0,0,0,0,0,0,0,0
2540,450,710,3130,1070,3170,1890,690,7500,6580,0,0,0,1,0,1,49,1,1,0,1,0,0,0,0,1,0
3670,1340,1430,1380,0,0,1730,980,5930,8300,1,0,0,0,0,0,43,1,1,1,1,1,0,0,0,1,0
4330,840,1100,1760,10,1770,850,460,3090,5960,0,0,0,1,0,1,37,1,1,0,1,0,0,0,0,1,0
5200,1350,1010,440,4680,4880,1450,790,18930,7640,1,0,0,0,0,1,40,1,1,1,1,1,1,0,0,1,0
1100,580,540,890,5220,3710,2200,1840,3210,4120,0,0,0,0,0,1,47,1,0,1,1,0,0,0,0,1,0
3430,740,1000,1550,20,0,870,4600,3270,3240,1,0,0,0,0,1,29,1,1,0,1,0,0,0,0,1,0
4880,170,600,2220,0,5670,1910,1420,0,5130,0,1,0,0,0,0,46,0,0,0,1,0,0,0,0,0,0
700,0,0,1640,4390,12260,1160,440,2580,7110,0,0,0,0,1,1,55,0,0,1,0,0,0,0,0,1,0
3780,0,0,1220,0,0,5900,3770,45340,6760,0,0,0,0,1,0,45,0,0,1,0,1,1,0,1,1,1
4230,580,1100,2950,0,140,2050,2540,4180,2720,0,0,1,0,0,1,31,1,0,1,1,0,0,0,0,1,0
5340,730,850,2860,0,4730,6290,1610,17160,8410,1,1,0,0,0,1,53,1,1,0,1,0,0,1,0,1,0
3350,870,0,0,2510,6530,4740,9860,5370,8620,0,1,0,0,0,0,69,0,0,1,0,1,0,0,0,1,1
4760,1710,1020,780,1170,6020,7290,3380,19420,4500,0,1,0,0,0,1,34,1,0,1,1,1,0,1,0,1,0
1350,780,190,620,0,0,1340,2820,4600,10000,0,0,0,1,0,1,62,1,0,1,0,1,0,0,0,1,0
3910,1380,960,2470,4260,6120,2480,1930,4330,8030,0,0,0,0,0,1,51,1,1,1,1,0,0,0,0,1,0
3550,1480,920,1150,6120,1970,1320,3480,2760,7680,0,0,0,0,0,1,62,1,1,1,1,0,0,0,0,1,0
4640,1390,1380,1080,5280,3800,8940,4780,3940,12210,0,1,0,0,0,1,54,1,0,1,1,0,0,0,0,1,0
4510,1770,960,2130,1010,760,890,1360,0,6220,0,0,0,0,0,1,49,1,0,0,1,0,0,0,0,0,0
3800,830,1510,5260,0,6800,1600,2310,2430,5450,1,1,0,0,0,1,53,1,0,1,1,0,0,0,0,1,0
3450,2190,1700,670,30,1500,3010,1230,3760,4990,0,0,0,1,0,1,55,1,1,1,1,1,0,0,0,1,0
3960,1910,1160,300,0,0,2980,4680,8560,5750,0,0,0,0,0,1,50,1,0,0,1,1,0,0,0,1,1
6380,1130,740,2920,6400,1070,15890,1150,10420,7090,0,0,1,1,0,1,52,1,1,1,1,0,0,0,0,1,0
4730,1040,750,1730,2440,7980,7480,2040,17600,5070,0,1,1,0,0,1,40,1,1,1,1,1,0,0,1,1,0
3830,1930,1570,1400,0,740,5820,1930,5760,3890,1,0,1,1,0,0,39,1,0,1,1,1,0,0,0,1,1
3090,1060,1640,2360,3710,260,3230,890,10050,3690,1,0,1,1,0,1,35,1,0,0,1,0,0,0,0,1,0
3200,2360,970,1690,2890,0,7880,7380,13370,5540,1,0,0,1,0,1,46,1,1,1,1,1,0,0,0,1,0
3940,1170,750,1200,20,4610,5470,3360,6950,4770,0,1,0,0,0,1,48,1,0,1,1,1,0,0,0,1,0
4930,1800,1180,1640,0,0,2980,2590,3650,8680,0,0,0,0,0,1,51,1,1,1,1,0,0,0,0,1,0
4590,930,750,4040,5760,3890,1160,1630,2540,8350,0,1,0,0,0,1,46,1,1,1,1,1,0,0,0,1,0
3860,490,790,2650,3020,5080,5410,2710,2590,5850,1,0,1,1,0,1,34,1,1,1,1,0,0,1,0,1,0
1550,720,3460,480,20,50,12420,6210,11100,3260,0,0,0,0,0,1,45,1,0,1,1,0,0,0,0,1,1
6510,3310,2590,0,1430,0,10730,37190,9250,8970,0,0,0,0,0,1,40,1,0,1,1,0,1,0,0,1,1
7440,320,0,350,0,20,3070,900,20570,8670,0,0,0,0,0,1,46,1,1,1,0,1,0,0,0,1,1
3140,1560,650,3650,3870,3700,1380,3220,3500,3130,0,0,1,0,0,1,35,1,1,1,1,0,0,0,0,1,0
3620,0,0,1110,0,5060,3060,3450,2810,5340,0,1,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0
2940,1690,780,1190,600,0,1590,1800,9810,6580,0,0,0,0,0,1,41,1,0,1,1,0,0,0,0,1,0
5060,340,890,1110,2940,4940,1520,2300,3020,10470,0,1,0,0,0,0,51,1,0,0,1,0,0,0,0,1,0
5330,2110,1880,2320,0,0,350,1320,3660,4390,0,0,0,1,0,1,33,1,1,1,1,0,0,1,0,1,0
4780,790,540,1320,1020,0,10910,1630,4500,7690,0,0,0,1,0,1,67,1,1,0,1,1,0,0,0,1,0
4600,610,940,3750,0,310,1030,1640,3810,2460,1,0,1,0,0,1,32,1,0,1,1,0,0,0,0,1,0
6290,2040,940,4600,800,860,4240,2800,8570,4630,0,0,0,0,0,1,44,1,1,1,1,1,0,1,0,1,1
3380,2830,1330,1310,380,4310,7130,1940,33430,4100,1,1,0,1,0,1,61,1,1,1,1,0,0,0,0,1,0
5520,520,530,2530,10,50,1380,1320,1290,6410,1,0,0,0,0,1,44,1,0,1,1,0,0,0,0,0,0
4310,150,0,950,16060,4790,1960,240,4840,6720,0,0,0,0,0,1,43,1,1,1,0,0,0,0,0,1,0
5550,510,460,1660,670,5150,880,400,2680,5950,0,0,0,1,0,1,45,1,1,1,1,0,0,0,0,1,0
4490,1430,810,430,8550,850,3830,2070,3370,4750,0,0,1,0,0,0,27,1,0,1,1,1,0,0,0,1,0
2970,1320,1340,1170,5020,5210,21920,4100,7800,9260,0,0,0,1,0,0,59,1,0,1,1,1,0,0,0,1,0
7120,6510,2510,1590,4880,0,13220,3210,15890,15810,0,0,0,0,0,1,50,1,0,1,1,1,0,1,0,1,1
4600,320,530,1570,0,0,2330,190,7010,7590,0,0,0,0,0,1,50,1,1,1,1,0,0,0,0,1,0
4660,2530,560,760,1100,6600,6150,8760,48510,3910,0,0,0,1,0,1,43,1,0,1,1,1,0,0,0,1,1
2260,2810,1590,1430,5180,4650,12230,11330,6840,6930,0,1,0,1,0,1,61,1,1,1,1,1,0,0,0,1,0
5850,1840,860,2070,0,6470,2230,5740,7840,7080,0,1,0,0,0,1,59,1,1,0,1,1,0,0,0,1,0
4800,0,0,1170,5190,9350,5530,4080,7300,9790,0,1,0,0,0,1,58,1,0,1,0,0,0,0,0,1,0
4590,880,780,790,0,10,32810,6180,19890,11810,1,0,0,0,0,1,65,1,1,1,1,1,1,1,1,1,1
1330,320,470,2630,20,0,2900,2900,3360,8680,0,0,0,0,0,1,74,0,0,1,1,1,1,0,0,1,0
5370,2590,1580,2420,0,0,1360,17320,5840,10190,0,0,0,0,0,1,61,1,1,1,1,1,1,1,0,1,1
1760,0,0,330,0,0,2010,1290,3360,4530,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,1,0
3610,1780,2390,270,8250,5270,2740,6740,2990,4930,0,0,0,0,0,1,47,1,0,1,1,1,0,1,0,1,0
3520,1630,740,1590,30,0,7150,3030,45060,6040,0,0,0,1,0,0,45,1,1,1,1,1,0,0,1,1,1
3750,1770,1210,320,5870,7160,7970,1550,9710,9590,1,1,0,0,0,1,41,1,0,1,1,0,0,0,0,1,0
1330,0,0,300,20,3570,1040,1160,4420,8590,0,1,0,0,0,1,58,0,0,1,0,0,0,0,0,1,0
8620,1340,880,2140,870,5180,2680,740,2830,6750,0,0,0,0,0,1,62,1,1,1,1,1,0,0,0,1,0
10400,600,1020,910,4210,4140,8630,2350,17090,9420,0,1,0,0,0,1,58,1,1,0,1,0,0,1,0,1,0
3630,1090,770,810,2460,3790,1790,1570,4730,4000,1,0,0,1,0,1,41,1,1,1,1,0,0,0,0,1,0
2380,870,1370,2260,4210,7830,1170,860,2230,8340,0,0,1,1,0,1,59,1,0,1,1,0,0,0,0,1,0
3400,520,1460,2470,0,5510,6630,2480,7620,5030,0,0,0,1,0,0,49,0,0,1,1,0,0,0,0,1,0
6150,340,1020,4770,780,5350,490,2520,10,8030,0,1,0,0,0,0,69,1,0,0,1,0,0,0,0,0,0
3350,470,580,1400,670,6070,580,1420,2230,6750,0,1,0,0,0,1,67,1,0,1,1,0,0,0,0,1,0
6130,460,1190,3780,1160,2070,1930,3310,4260,9590,0,0,0,1,0,1,54,1,1,0,1,0,0,0,0,1,0
6430,1140,1100,2990,0,5630,4540,160,3230,3350,0,1,0,0,0,1,58,1,1,1,1,1,0,0,0,1,0
2230,560,1610,2320,0,4500,4090,3110,3090,8470,0,0,0,0,0,1,61,1,0,0,1,0,0,0,0,1,0
6370,1640,1700,1450,5430,2390,2690,1760,3310,4380,0,0,0,1,0,1,64,1,0,1,1,0,0,0,0,1,0
3100,1650,360,0,3900,4030,9660,1860,7380,7010,0,0,0,0,0,1,40,1,0,1,1,1,0,0,0,0,0
4100,1450,1390,840,1750,20,3960,1100,14930,7700,0,0,0,0,0,0,51,1,0,1,1,1,0,0,0,1,0
4200,640,1000,3020,0,7730,6460,18740,2730,7910,0,1,0,1,0,1,74,1,1,1,1,1,1,1,0,1,0
3020,450,650,1350,1010,6220,1560,940,2240,4110,0,0,1,0,0,1,34,1,1,0,1,0,0,0,0,1,0
2600,1200,3720,2350,0,0,3890,4780,4290,2200,1,0,0,1,0,0,31,1,1,1,1,1,0,0,0,1,0
3400,0,0,460,5990,1010,6270,3430,4460,8830,0,0,1,0,0,0,28,1,0,0,0,1,0,0,0,1,0
3240,930,550,1330,1050,880,1990,1040,4730,5600,0,0,1,1,0,1,41,1,1,1,1,1,0,0,0,1,1
5150,380,460,180,4030,5470,0,0,2560,9670,0,1,1,0,0,1,57,1,0,1,1,0,0,0,0,1,0
2550,520,1070,1160,820,5820,2810,1690,6810,1460,1,0,1,1,0,1,46,1,1,1,1,0,0,0,0,0,0
7370,930,1370,2320,5320,4920,550,1270,3180,6190,0,0,0,0,0,1,61,1,1,0,1,0,0,0,0,1,0
3360,1670,680,3040,40,10,470,7470,5090,6450,0,0,0,0,0,1,64,1,1,1,1,0,0,1,0,1,0
4910,490,0,1070,860,10,250,440,3070,11730,0,0,0,0,0,0,61,0,0,1,0,0,0,0,0,0,0
4610,3150,1300,4040,0,0,9580,11880,9180,11340,0,0,0,1,0,0,65,1,0,1,1,1,0,0,0,1,1
4630,20,430,1130,40,30,5760,970,4860,7300,0,0,0,0,0,0,62,1,0,1,1,1,0,0,0,1,1
6120,790,450,1340,720,3020,2880,1820,2090,6020,0,1,0,0,0,1,67,1,0,0,1,1,0,0,0,0,0
4130,2800,2190,240,1180,4260,12480,2440,28380,4370,0,0,0,0,0,1,53,1,0,1,1,1,0,0,0,1,1
4550,860,18900,1940,4640,7160,7090,680,2270,7880,0,0,0,0,0,1,47,1,0,1,1,0,0,0,0,1,0
2910,10,1390,830,0,30,280,640,0,12880,0,0,0,0,0,0,74,0,0,0,1,0,0,0,0,0,0
9400,2370,4500,5160,0,3980,6960,4240,10520,11450,1,1,0,1,0,1,73,1,1,1,1,1,0,0,0,1,1
1570,590,210,1360,2690,0,4300,2180,3360,7590,0,0,0,1,0,0,42,1,0,1,0,1,0,0,0,1,0
4410,460,1580,2610,10,5930,960,1450,4760,2110,1,1,1,0,0,1,27,1,1,1,1,0,0,0,0,1,0
5370,2360,1590,220,7680,3540,11010,1970,20510,15460,0,0,0,1,0,1,58,1,0,1,1,1,1,1,1,1,1
4510,2880,1500,1560,0,0,3460,2320,6940,8540,0,0,0,0,0,1,55,1,1,1,1,1,0,1,0,0,1
3550,1820,1400,1190,1020,3010,4030,530,10720,5260,0,0,0,0,0,1,40,1,0,1,1,1,1,0,0,1,1
4820,1060,840,1900,0,10,1780,1460,3750,6320,1,0,0,0,0,1,58,1,1,1,1,0,0,0,0,1,0
2630,100,440,1280,0,540,1180,1430,0,1660,0,0,1,0,0,1,28,1,0,0,1,0,0,0,0,0,1
6240,1020,1290,5650,2430,0,2860,1520,3490,5570,0,0,0,0,0,0,89,1,0,1,1,1,0,0,0,1,0
3010,460,1000,3120,0,0,5080,2110,3350,6640,0,0,0,0,0,1,63,1,0,1,1,0,0,0,0,1,0
6830,2560,1660,1780,10,7750,2710,2080,3660,5970,0,0,0,1,0,0,53,1,1,1,1,1,0,1,0,1,0
6050,710,1120,1510,0,0,330,530,4040,5870,0,0,0,1,0,0,46,1,0,1,1,0,0,0,0,0,0
4260,1040,620,960,6240,5310,3280,1280,2480,8100,0,1,0,1,0,1,49,1,1,1,1,0,0,0,0,1,0
1720,1170,430,2290,5270,0,16600,3490,9790,5290,0,0,0,0,0,1,33,1,0,1,1,1,1,0,0,1,1
4930,1350,1380,850,860,6690,19310,24880,72790,25540,1,0,0,0,1,1,75,1,0,1,1,1,1,0,1,1,1
5090,330,800,800,0,0,1980,610,4370,3260,0,0,0,1,0,1,37,1,0,1,1,0,0,0,0,1,0
4790,0,0,830,0,0,3970,4540,4200,6010,0,0,0,0,0,1,35,1,0,1,0,0,0,0,0,1,0
4850,320,520,3110,1030,920,550,860,3360,5300,0,0,1,0,0,0,29,1,0,0,0,0,0,0,0,1,0
3790,1000,930,1150,5360,10,2750,4640,3520,6280,0,0,0,0,0,0,42,1,0,1,1,0,0,0,0,1,0
4370,360,980,640,9920,30,1980,1340,12320,9860,0,0,0,0,0,1,65,1,1,1,1,0,0,0,0,1,0
6520,430,1390,2850,0,5590,1400,590,3460,5780,0,0,0,0,0,1,64,1,0,0,1,0,0,0,0,1,0
3550,90,810,620,0,0,870,1080,3880,6600,0,0,0,1,0,0,67,1,1,0,1,0,0,0,0,1,0
3120,40,700,1200,330,410,430,1240,2500,3180,0,0,1,1,0,1,25,1,1,1,1,0,0,0,0,1,0
7200,0,650,5420,0,1650,330,4330,2370,8450,0,0,0,1,0,0,60,1,1,0,0,0,0,0,0,1,0
5160,1520,1020,270,2350,1070,8350,620,10630,3580,0,0,1,0,0,0,38,1,0,1,1,1,0,0,0,1,1
2080,260,0,840,10,0,2550,8220,3310,8660,0,0,0,1,0,1,54,0,0,1,0,0,0,0,0,1,0
4260,890,1900,3610,7930,1680,400,1940,16290,10730,1,0,0,0,0,1,86,1,1,1,1,0,0,0,0,1,0
4540,2530,2020,4050,1380,3990,3140,4910,9360,3180,0,1,0,0,0,1,63,1,0,1,1,1,0,0,1,1,1
4290,1860,1020,590,4240,3860,2880,2160,19880,4200,0,0,0,0,0,1,40,1,1,1,1,1,0,0,0,1,0
4890,2450,980,2390,680,5970,3550,3940,3150,17600,0,0,0,1,0,1,62,1,0,1,1,1,0,0,0,1,0
2110,420,380,1750,8570,2150,3630,1750,2580,4580,0,1,0,0,0,1,57,0,0,1,0,0,0,1,0,1,0
2020,0,530,660,2200,5910,1030,960,0,6960,0,0,0,1,0,1,50,1,0,0,0,0,0,0,0,0,0
3610,1830,1040,1980,0,6630,2430,1940,2370,4730,0,0,1,0,0,0,29,1,0,1,1,0,0,1,0,1,0
5710,630,1810,4910,770,7130,660,880,3970,3120,0,0,1,1,0,1,38,1,1,0,1,0,0,0,0,1,0
4180,500,2260,2210,3540,1130,6230,480,1500,2800,0,0,0,0,0,1,41,1,0,1,1,0,0,0,0,0,0
5210,0,0,210,40,0,440,7490,9310,15220,0,0,0,0,0,1,63,1,0,1,0,1,0,0,0,1,1
2640,1540,1570,2040,0,660,3850,8450,25530,10400,1,0,1,0,0,0,37,0,0,1,1,0,1,0,0,1,1
6050,3150,830,1920,0,0,6730,4920,20150,9770,0,0,0,0,1,1,57,1,1,1,1,1,1,1,1,1,1
3650,3420,1810,770,1430,3220,7770,5410,21530,8050,0,0,0,1,0,0,49,1,0,1,1,0,0,0,0,1,0
5530,840,570,1040,0,1000,3070,1510,8650,5730,1,0,1,1,0,1,29,1,0,1,1,0,0,0,0,1,0
4600,1950,1760,1180,4920,0,1730,3250,14430,7820,1,0,0,0,0,1,45,1,0,1,1,1,0,1,0,1,0
2480,440,590,1370,0,3570,2850,990,3310,3860,0,1,0,0,0,1,30,1,0,1,1,0,0,0,0,1,0
3040,780,750,2170,1110,30,2420,10670,3850,7980,0,0,0,0,0,0,61,1,0,0,1,0,0,1,0,1,0
4700,30,60,550,10,1590,10010,890,107330,4540,0,1,0,1,0,0,40,1,1,1,1,1,1,0,0,1,1
4250,650,490,1350,2250,4290,1380,1600,2470,5030,0,0,1,0,0,1,38,1,1,1,1,0,0,0,0,1,0
2650,1060,720,790,3580,5280,590,2400,3450,3230,0,0,0,1,0,1,28,1,1,1,1,0,0,0,0,1,1
2900,960,600,0,4490,470,24120,5710,19820,8680,1,0,1,1,0,1,39,1,0,1,1,1,0,0,0,1,1
3100,660,930,1910,1070,0,1170,890,3750,4650,1,0,0,0,0,0,35,1,0,1,1,0,0,0,0,1,0
3760,510,280,180,3780,5810,510,5980,10860,2320,0,1,0,0,0,1,28,1,0,0,0,0,0,0,0,1,0
2700,0,0,0,3700,1060,4120,5400,5910,15650,0,0,1,0,0,1,62,0,0,1,0,1,0,1,0,1,1
3380,760,760,4130,760,2460,1120,1050,2270,6350,0,0,0,0,0,1,41,1,0,0,1,0,0,0,0,1,0
4320,360,1100,3150,0,60,1050,8730,2040,4830,0,0,1,0,0,1,37,1,0,1,1,0,0,0,0,1,0
2200,230,1960,2440,0,5590,920,340,3300,5500,0,0,1,1,0,1,36,1,0,0,1,0,0,0,0,0,0
4950,490,350,3550,490,4130,2110,2630,2910,8860,0,0,0,0,0,0,82,1,0,1,0,0,0,0,0,1,0
4390,1430,1650,2090,3350,0,1370,1080,32650,8320,1,0,0,0,0,1,47,1,0,1,1,0,0,0,0,1,1
5360,2930,2880,2830,16160,16800,5330,1060,10080,4370,1,0,0,0,0,1,42,1,0,0,1,0,0,0,0,1,0
4760,300,1070,1570,0,0,3760,4280,4010,6210,0,0,0,0,0,1,50,1,0,1,1,0,0,0,0,0,0
3400,770,1000,1480,0,5810,1450,1160,3210,4890,0,0,1,0,0,1,31,1,1,1,1,0,1,0,0,1,0
5010,1420,1180,4190,5700,4720,0,0,6610,16700,0,1,0,0,0,1,72,1,0,1,1,1,1,1,0,1,1
6730,0,0,490,840,4700,4990,3410,6720,8320,0,1,0,0,0,1,53,1,0,1,0,1,0,1,0,1,0
4100,500,870,1200,20,0,5240,230,4390,4760,1,0,0,1,0,1,50,1,1,0,1,0,0,0,0,1,0
3900,2590,600,0,8900,0,2610,6710,42740,5620,0,0,0,1,0,1,42,1,1,1,1,1,0,1,0,1,1
2800,580,1590,5470,1380,2450,2620,5060,250,4390,0,0,0,0,0,1,48,1,1,1,1,0,0,0,0,0,0
2890,680,770,2520,1160,4310,2190,1340,2530,8070,0,1,0,0,0,1,47,1,1,1,1,0,0,0,0,1,0
5930,900,670,1230,490,2140,2860,1670,22060,4160,0,0,0,0,0,1,44,1,1,1,1,0,0,0,0,1,0
4640,1290,1550,610,5570,2100,910,3710,5390,7260,0,1,1,1,0,1,38,1,0,1,1,0,0,0,0,1,0
3330,870,660,0,5090,0,7180,6260,4740,7690,0,0,0,0,0,1,36,1,0,1,1,1,0,0,0,1,0
7590,1280,890,0,660,4610,2830,850,6150,18740,0,0,0,0,0,0,82,1,1,1,1,1,0,0,0,1,1
3880,2480,910,450,20,0,5280,1310,6570,5520,0,0,0,0,0,1,35,1,0,1,1,1,0,0,0,1,1
7960,460,890,1340,0,1200,460,820,3190,6120,0,0,1,0,0,1,45,1,1,1,1,0,0,0,0,1,0
4980,660,1010,3140,2620,3410,320,1070,3310,6140,1,0,0,0,0,1,48,1,0,1,1,0,0,0,0,1,0
4860,3170,1890,2520,0,840,28210,3940,12700,6060,0,0,1,0,0,0,40,1,0,1,1,1,1,0,0,1,1
4080,1010,880,2030,0,4400,3690,2780,3460,5420,0,0,1,0,0,0,59,1,0,1,1,1,0,0,0,1,1
3820,1480,1100,390,3000,4610,1400,1300,3080,2200,0,0,0,1,0,1,23,1,0,1,1,0,0,0,0,1,0
4100,1100,1360,570,40,2390,5720,1360,32990,9160,0,0,0,0,0,1,55,1,0,1,1,1,0,0,0,1,1
4400,2650,740,3180,5810,4310,7020,3370,4480,8490,0,1,0,0,0,1,52,1,0,1,0,1,0,0,0,1,0
4830,930,490,3220,0,30,500,0,2050,35040,0,0,0,0,0,1,76,1,0,1,1,0,0,0,0,1,0
1460,10,650,1510,920,10,1930,290,2450,9800,1,0,0,1,0,1,53,1,0,0,1,0,0,0,0,1,0
5190,1480,1470,830,0,0,10940,13000,27180,9670,1,0,0,0,0,0,47,1,0,1,1,1,0,0,0,1,0
1550,430,340,200,10,5740,6930,1890,2860,7830,0,0,1,1,0,1,61,1,0,1,1,1,0,0,0,1,0
5620,0,0,2180,0,0,920,2890,3240,3080,0,0,0,0,0,1,38,1,1,1,0,0,0,0,1,1,0
4890,520,2950,1250,4520,6170,1510,450,4540,11150,1,1,0,0,0,1,55,1,0,0,1,0,0,0,0,1,0
4940,1920,500,900,0,0,10740,12660,4650,6300,1,0,0,0,0,0,53,0,0,1,0,1,0,1,0,1,0
8480,1300,1410,1330,3860,4200,3740,3170,6200,6340,0,0,0,1,0,1,54,1,1,1,1,0,0,0,0,1,0
2400,2060,1290,2500,5990,0,14690,2740,8770,7220,0,0,0,0,0,1,41,1,0,1,1,1,0,0,0,1,0
4550,190,700,3150,10,900,5230,360,5370,4670,0,0,0,0,0,1,53,1,1,1,1,0,0,0,0,1,0
4580,370,1480,580,0,3700,500,1260,150,5300,0,0,0,1,0,1,67,1,1,0,1,0,0,0,0,0,0
3850,1070,900,630,3710,5920,960,3910,2820,3980,1,1,0,0,0,1,50,1,0,1,1,0,0,0,0,1,0
5460,1380,1140,1650,7810,2260,1830,1010,3730,7190,0,0,0,0,0,1,49,1,1,0,1,0,0,0,0,1,0
3150,550,1070,850,840,1510,2400,2230,11890,10140,0,0,0,0,0,1,63,1,0,1,1,0,0,1,0,1,1
5920,2450,910,830,7480,4330,9020,3260,6160,12230,0,1,0,1,0,0,80,1,1,1,1,1,0,1,0,1,0
2510,0,0,0,26330,22050,960,330,3710,4300,0,1,1,0,0,1,30,0,0,1,0,0,0,0,0,1,0
4780,980,1480,520,540,4680,3040,1510,6760,7160,0,1,0,0,1,1,73,0,0,0,1,0,0,1,0,0,0
5520,1070,2150,1260,0,0,17180,113240,4630,5980,0,0,0,1,0,1,62,1,1,1,1,0,0,0,0,1,1
8330,910,570,1490,10950,5170,2500,740,3080,12620,0,0,0,0,0,1,73,1,1,1,1,1,0,0,0,1,0
5500,3310,1330,1650,4820,0,3130,4660,3440,4890,0,1,0,0,0,1,32,1,1,1,1,1,0,0,0,1,1
1530,300,0,1300,780,0,1140,2200,2510,5980,0,0,0,0,0,1,69,0,0,1,0,0,0,0,0,1,0
4260,40,0,5140,0,20,7000,1770,4670,8670,1,0,0,0,0,0,65,1,0,1,0,0,0,0,0,1,0
6570,410,1820,1970,0,4680,2640,1630,3010,11450,0,0,0,0,0,0,70,1,1,1,1,0,0,0,0,1,0
5030,330,2130,1670,10,3980,2860,1080,10760,5990,1,0,0,0,0,1,46,1,0,0,1,0,0,1,0,0,0
7130,1860,920,930,3730,5510,3410,5010,2450,11280,0,1,0,1,0,1,60,1,1,1,1,1,0,0,0,1,0
3150,360,0,780,0,6420,0,0,800,7740,0,1,0,0,0,1,62,1,0,0,0,0,0,0,0,0,0
3870,530,1570,5030,730,0,8770,2960,0,11150,0,0,0,0,0,1,64,1,0,1,1,0,1,0,0,0,0
5350,1420,1160,1290,200,560,2970,2040,3900,5040,0,0,1,1,0,1,28,1,0,1,1,0,0,0,0,1,0
4600,1020,570,1490,2060,2750,1830,610,7060,6720,1,0,0,0,0,1,48,1,0,1,1,0,0,0,0,1,0
5520,1360,1420,1460,0,5710,2230,1950,3560,10190,0,0,0,1,0,1,54,1,1,1,1,1,0,0,0,1,0
3080,1780,1840,1100,5100,4590,3100,1280,2850,7400,0,0,0,0,0,1,44,1,0,0,1,0,0,0,0,1,0
2920,880,1230,1440,490,4320,2060,1870,3540,5720,0,0,0,0,1,1,30,1,1,1,1,0,0,0,0,1,0
5950,600,910,4810,20,0,660,5270,2660,5160,0,0,0,1,0,1,54,1,0,1,1,0,0,1,0,1,0
3980,940,710,1070,0,7600,3470,1770,2630,6540,0,1,1,0,0,1,39,1,0,1,1,0,0,0,0,1,0
